category,cost,cuisine,featured,location,names,rating,reviews,urls
Bakery,Rs. 600,"Bakery,Desserts,Healthy Food",,"Versova, Andheri West","The Paleo Bakes
                                    ",4.4,(44 Reviews),https://www.zomato.com/mumbai/the-paleo-bakes-1-versova
Fine Dining,"Rs. 5,500","Mediterranean,Lebanese","Romantic,Sea View","The Taj Mahal Palace, Colaba","Souk - The Taj Mahal Palace
                                    ",4.4,(816 Reviews),https://www.zomato.com/mumbai/souk-the-taj-mahal-palace-colaba
Casual Dining,Rs. 500,"Mughlai,Parsi",Irani Cafés,Fort,"Cafe Military
                                    ",4.4,(938 Reviews),https://www.zomato.com/mumbai/cafe-military-fort
Fine Dining,"Rs. 2,500","Andhra,Kerala,South Indian,Chettinad",,"The Orchid, Vile Parle East","South of Vindhyas - The Orchid
                                    ",4.4,"(1,014 Reviews)",https://www.zomato.com/mumbai/south-of-vindhyas-the-orchid-vile-parle-east
Casual Dining,Rs. 800,"Continental,Italian,South Indian",Irresistible Food,"Phoenix Marketcity, Kurla","Food And Taste Theory
                                    ",4.4,(647 Reviews),https://www.zomato.com/mumbai/food-and-taste-theory-kurla
,Rs. 650,"Italian,Continental,Healthy Food",,"Pali Hill, Bandra West","Jazzy Jim's Cookhouse
                                    ",4.4,(43 Reviews),https://www.zomato.com/mumbai/jazzy-jims-cookhouse-pali-hill-bandra-west
,Rs. 600,Biryani,"
                                                                                        20% off on all orders above ₹99
                                        ",Chembur,"Kilo Party
                                    ",4.4,(66 Reviews),https://www.zomato.com/mumbai/kilo-party-chembur
,Rs. 700,Roast Chicken,,Bandra Kurla Complex,"230°Celsius
                                    ",4.4,(43 Reviews),https://www.zomato.com/mumbai/230°celsius-bandra-kurla-complex
Paan Shop,Rs. 100,Paan,,Kandivali West,"Subhash Pan Bhandar
                                    ",4.4,(195 Reviews),https://www.zomato.com/mumbai/subhash-pan-bhandar-kandivali-west
"Fine Dining,Bar","Rs. 3,000","Continental,American,North Indian",,"The Orchid, Vile Parle East","Mostly Grills - The Orchid
                                    ",4.4,(956 Reviews),https://www.zomato.com/mumbai/mostly-grills-the-orchid-vile-parle-east
Bakery,Rs. 600,"Bakery,Desserts",Custom Bakes,"Majiwada, Thane West","Soul Sugar Bakery & Patisserie
                                    ",4.4,(87 Reviews),https://www.zomato.com/mumbai/soul-sugar-bakery-patisserie-majiwada-thane-west-thane
Bakery,Rs. 400,"Bakery,Desserts",,Lower Parel,"Parisien Patisserie
                                    ",4.4,(454 Reviews),https://www.zomato.com/mumbai/parisien-patisserie-lower-parel
"Bar,Casual Dining","Rs. 1,200","Finger Food,Fast Food,Pizza",,"Ramee Guestline Hotel, Juhu","R' ADDA
                                    ",4.4,"(4,812 Reviews)",https://www.zomato.com/mumbai/r-adda-juhu
Café,Rs. 850,"Cafe,Italian,Mexican,Continental,Beverages,Fast Food",Kickass Burgers,"Andheri Lokhandwala, Andheri West","PEFE
                                    ",4.4,(644 Reviews),https://www.zomato.com/mumbai/pefe-andheri-lokhandwala
Fine Dining,"Rs. 4,000",Asian,Wine & Dine,"Taj Santacruz, Santacruz East","China Inc - Taj Santacruz
                                    ",4.4,(651 Reviews),https://www.zomato.com/mumbai/china-inc-taj-santacruz-vile-parle-east
,Rs. 400,Desserts,,Turbhe,"The Baking Girl
                                    ",4.4,(41 Reviews),https://www.zomato.com/mumbai/the-baking-girl-turbhe-navi-mumbai
,Rs. 250,Ice Cream,,Malad West,"Little Loco Pops
                                    ",4.4,(90 Reviews),https://www.zomato.com/mumbai/little-loco-pops-malad-west
Bakery,Rs. 400,"Bakery,Desserts",,Mulund East,"Sweet Treats
                                    ",4.4,(153 Reviews),https://www.zomato.com/mumbai/sweet-treats-mulund-east
Dessert Parlor,Rs. 300,"Desserts,Bakery",,Matunga West,"Hungry & Skinny
                                    ",4.4,(52 Reviews),https://www.zomato.com/mumbai/hungry-skinny-matunga-west
,Rs. 300,North Indian,,Airoli,"Mumbai Kitchen
                                    ",4.4,(67 Reviews),https://www.zomato.com/mumbai/mumbai-kitchen-airoli-navi-mumbai
,Rs. 300,"Street Food,Fast Food",,Mahim,"Maca Pao
                                    ",4.4,(89 Reviews),https://www.zomato.com/mumbai/maca-pao-mahim
,Rs. 400,"North Indian,Biryani,Fast Food,Street Food",,Sewri,"Masala Kitchen
                                    ",4.4,(48 Reviews),https://www.zomato.com/mumbai/masala-kitchen-1-sewri
,Rs. 800,"Chinese,Seafood,Thai,Japanese",,Chembur,"Kaiyo Pan Asian Kitchen
                                    ",4.4,(79 Reviews),https://www.zomato.com/mumbai/kaiyo-pan-asian-kitchen-chembur
Bakery,Rs. 300,"Bakery,Desserts",,Ghodbunder Road,"Bakeology
                                    ",4.4,(46 Reviews),https://www.zomato.com/mumbai/bakeology-ghodbunder-road
,Rs. 300,"Salad,Healthy Food,Beverages",,Airoli,"Fruitiffin
                                    ",4.4,(369 Reviews),https://www.zomato.com/mumbai/fruitiffin-airoli-navi-mumbai
Bakery,Rs. 400,"Bakery,Desserts",,"Hill Road, Bandra West","The Dessertarian
                                    ",4.4,(334 Reviews),https://www.zomato.com/mumbai/the-dessertarian-1-hill-road-bandra-west
Bakery,Rs. 300,"Bakery,Desserts",,Matunga East,"The Bittersweet Bakery
                                    ",4.4,(58 Reviews),https://www.zomato.com/mumbai/the-bittersweet-bakery-matunga-east
Bakery,Rs. 250,"Bakery,Desserts",,Jogeshwari,"CFB Fresh Delights
                                    ",4.4,(100 Reviews),https://www.zomato.com/mumbai/cfb-fresh-delights-jogeshwari
Bakery,Rs. 500,Bakery,,Veera Desai Area,"The Dessert Geek
                                    ",4.4,(71 Reviews),https://www.zomato.com/mumbai/the-dessert-geek-veera-desai-area
Quick Bites,Rs. 500,"Chinese,Wraps",,Khar,"Tony's Street Style Gourmet
                                    ",4.4,(89 Reviews),https://www.zomato.com/mumbai/tonys-street-style-gourmet-khar
Bakery,Rs. 500,Bakery,,Ghatkopar East,"Sift Patisserie
                                    ",4.4,(71 Reviews),https://www.zomato.com/mumbai/sift-patisserie-ghatkopar-east
,Rs. 400,"Healthy Food,Sandwich,Beverages,Juices",,"Versova, Andheri West","The Health Squadron
                                    ",4.4,(85 Reviews),https://www.zomato.com/mumbai/the-health-squadron-versova
,Rs. 500,Fast Food,,Marol,"Saish Fast Food
                                    ",4.4,(62 Reviews),https://www.zomato.com/mumbai/saish-fast-food-marol
Dessert Parlor,Rs. 150,"Ice Cream,Desserts,Beverages",,Dombivali East,"Tender Fresh Ice Cream
                                    ",4.4,(375 Reviews),https://www.zomato.com/mumbai/tender-fresh-ice-cream-dombivali-east
,Rs. 300,"Momos,Rolls",,Lower Parel,"Finding Momos
                                    ",4.4,(330 Reviews),https://www.zomato.com/mumbai/finding-momos-lower-parel
"Bakery,Dessert Parlor",Rs. 300,"Bakery,Desserts",,Ghatkopar East,"Choco Kisses
                                    ",4.4,(50 Reviews),https://www.zomato.com/mumbai/choco-kisses-ghatkopar-east
,Rs. 400,Fast Food,,Mumbai Central,"Fillings & More
                                    ",4.4,(87 Reviews),https://www.zomato.com/mumbai/fillings-more-mumbai-central
,Rs. 400,Bakery,,"Hiranandani Estate, Thane West","Sugar-y-Doodle
                                    ",4.4,(60 Reviews),https://www.zomato.com/mumbai/sugar-y-doodle-hiranandani-estate-thane-west-thane
,Rs. 350,"North Indian,Chinese",,Goregaon West,"Seno's Kitchen
                                    ",4.4,(69 Reviews),https://www.zomato.com/mumbai/senos-kitchen-goregaon-west
Bakery,Rs. 200,"Bakery,Desserts",,"Oshiwara, Andheri West","Channi's Home Bakery
                                    ",4.4,(54 Reviews),https://www.zomato.com/mumbai/channis-home-bakery-oshiwara
Food Truck,Rs. 300,"Fast Food,Mexican",,Kandivali West,"YummyWheels
                                    ",4.4,(98 Reviews),https://www.zomato.com/yummywheels-food-truck
,Rs. 400,Chinese,,Vile Parle West,"Chan Su Chinese
                                    ",4.4,(65 Reviews),https://www.zomato.com/mumbai/chan-su-chinese-vile-parle-west
"Bakery,Dessert Parlor",Rs. 650,"Bakery,Desserts",,Chakala,"D Cake Creations
                                    ",4.4,(47 Reviews),https://www.zomato.com/mumbai/d-cake-creations-chakala
"Bakery,Dessert Parlor",Rs. 200,"Desserts,Bakery",,Mulund West,"Cup-a-luscious
                                    ",4.4,(48 Reviews),https://www.zomato.com/mumbai/cup-a-luscious-mulund-west
,Rs. 250,"Fast Food,Maharashtrian,Beverages",,Malad West,"Foods Around Us
                                    ",4.4,(49 Reviews),https://www.zomato.com/mumbai/foods-around-us-malad-west
,Rs. 250,Desserts,,Juhu,"Icekreamskee
                                    ",4.4,(46 Reviews),https://www.zomato.com/mumbai/icekreamskee-juhu
Quick Bites,Rs. 400,"Salad,Juices,Beverages",,Santacruz West,"Apple A Day
                                    ",4.4,(296 Reviews),https://www.zomato.com/mumbai/apple-a-day-santacruz-west
,Rs. 250,"Burger,Fast Food,Wraps",,"Versova, Andheri West","Alif Burger N Fries
                                    ",4.4,(200 Reviews),https://www.zomato.com/mumbai/alif-burger-n-fries-versova
Dessert Parlor,Rs. 200,"Ice Cream,Desserts",,Powai,"Apsara Ice Creams
                                    ","4.3,4.4",,https://www.zomato.com/mumbai/apsara-ice-creams-powai
"Casual Dining,Bar","Rs. 1,200","North Indian,Mughlai,Chinese,Seafood","
                                                                                        10% off on all orders above ₹650
                                        ",Sion,"Hardeep Punjab
                                    ","4.4,4.1",,https://www.zomato.com/mumbai/hardeep-punjab-sion
Quick Bites,Rs. 300,"Maharashtrian,South Indian,Fast Food,Mithai,Beverages",,Parel,"Ladu Samrat
                                    ","4.2,4.4",,https://www.zomato.com/mumbai/ladu-samrat-parel
Casual Dining,"Rs. 1,100","North Indian,Biryani,Mughlai,Kebab,Chinese",,Borivali West,"Biryani Barbeque Chinese By  Borivali Biryani Centre
                                    ","4.4,4.1",,https://www.zomato.com/mumbai/biryani-barbeque-chinese-by-borivali-biryani-centre-borivali-west
Beverage Shop,Rs. 500,"Beverages,Juices,Ice Cream,Rolls,Sandwich",Best of Mumbai,"Oshiwara, Andheri West","Shakey Wakey
                                    ","4.5,4.0",,https://www.zomato.com/mumbai/shakey-wakey-oshiwara
Casual Dining,"Rs. 1,600","Italian,Pizza,Fast Food,Beverages",Gourmet Pizza,"Hill Road, Bandra West","Ray's Cafe & Pizzeria
                                    ","4.3,4.2",,https://www.zomato.com/mumbai/rays-cafe-pizzeria-hill-road-bandra-west
Quick Bites,Rs. 250,"Lebanese,North Indian,Rolls",,Malad West,"Arsalan Shawarma King
                                    ",4.3,(990 Reviews),https://www.zomato.com/mumbai/arsalan-shawarma-king-malad-west
Casual Dining,"Rs. 1,200","North Indian,Kebab,Biryani",Best of Mumbai,"Pali Hill, Bandra West","Butter Chicken Factory
                                    ","4.6,4.0",,https://www.zomato.com/mumbai/butter-chicken-factory-pali-hill-bandra-west
Dessert Parlor,Rs. 500,"Desserts,Beverages,Fast Food",,"Pali Hill, Bandra West","Chantilly
                                    ","4.3,4.3",,https://www.zomato.com/mumbai/chantilly-pali-hill-bandra-west
Casual Dining,Rs. 650,"North Indian,Maharashtrian",,Vashi,"Bhagat Tarachand
                                    ","4.4,4.1",,https://www.zomato.com/mumbai/bhagat-tarachand-2-vashi-navi-mumbai
"Pub,Microbrewery","Rs. 1,800","Finger Food,American,Italian","Best of Mumbai,Boozy Bars,Trending This Week",Veera Desai Area,"Doolally Taproom
                                    ","4.7,3.8",,https://www.zomato.com/mumbai/doolally-taproom-veera-desai-area
"Casual Dining,Bar","Rs. 1,800","Continental,Mexican,Italian,American,Pizza,Sandwich,Desserts,Beverages",Best of Mumbai,Charni Road,"Canto Cafe & Bar
                                    ","4.6,4.0",,https://www.zomato.com/mumbai/canto-cafe-bar-charni-road
Casual Dining,Rs. 850,"Chinese,Thai",,Malad West,"Stir Fry Grill
                                    ","4.4,4.2",,https://www.zomato.com/mumbai/stir-fry-grill-malad-west
Bakery,Rs. 500,"Bakery,Desserts,Fast Food",,Mira Road,"Libon - The Cake Expert
                                    ",4.3,"(3,389 Reviews)",https://www.zomato.com/mumbai/libon-the-cake-expert-mira-road
Casual Dining,"Rs. 1,100","American,Italian,Lebanese,Desserts",,"Pali Hill, Bandra West","Eat Around the Corner
                                    ","4.2,4.4",,https://www.zomato.com/mumbai/eat-around-the-corner-pali-hill-bandra-west
Quick Bites,Rs. 350,"Lebanese,Fast Food,Kebab",,Kharghar,"Fatoush
                                    ","4.3,4.2",,https://www.zomato.com/mumbai/fatoush-kharghar-navi-mumbai
Casual Dining,"Rs. 2,000","Continental,North Indian,Fast Food,Thai","
                                                                                        30% off on all orders
                                        ","Holiday Inn, Sakinaka","Saptami - Holiday Inn
                                    ",4.3,(775 Reviews),https://www.zomato.com/mumbai/saptami-holiday-inn-sakinaka
"Casual Dining,Bar","Rs. 1,900","Japanese,Sushi,Asian,Chinese,Momos",Best of Mumbai,"Andheri Lokhandwala, Andheri West","The Fatty Bao
                                    ","4.5,4.0",,https://www.zomato.com/mumbai/the-fatty-bao-andheri-lokhandwala
Café,Rs. 800,"Cafe,Italian,Asian",,Dadar Shivaji Park,"Cafe Trofima
                                    ","4.4,4.1",,https://www.zomato.com/mumbai/cafe-trofima-dadar-shivaji-park
Quick Bites,Rs. 300,South Indian,,Borivali West,"Granville IDC Kitchen
                                    ","4.3,4.2",,https://www.zomato.com/mumbai/granville-idc-kitchen-borivali-west
"Bakery,Dessert Parlor",Rs. 300,"Bakery,Desserts",,Kharghar,"Succulence
                                    ","4.3,4.3",,https://www.zomato.com/Succulence
Quick Bites,Rs. 500,North Indian,,Borivali West,"Oye Teri - The Kulcha Kulture
                                    ","4.4,4.2",,https://www.zomato.com/mumbai/oye-teri-the-kulcha-kulture-borivali-west
"Dessert Parlor,Bakery",Rs. 350,"Desserts,Bakery",,Borivali West,"Cake Star
                                    ","4.2,4.4",,https://www.zomato.com/mumbai/cake-star-borivali-west
Casual Dining,Rs. 750,"South Indian,North Indian,Chinese,Fast Food,Mexican",,Azad Nagar,"Vrindavan
                                    ",4.3,"(1,309 Reviews)",https://www.zomato.com/mumbai/vrindavan-azad-nagar
Quick Bites,Rs. 300,"Street Food,Maharashtrian,Fast Food",,Dadar Shivaji Park,"Gypsy Corner
                                    ",4.3,(835 Reviews),https://www.zomato.com/mumbai/gypsy-corner-dadar-shivaji-park
Quick Bites,Rs. 600,"North Indian,Mughlai,Chinese",Legendary Outlets,Colaba,"Bagdadi
                                    ",4.3,"(3,168 Reviews)",https://www.zomato.com/mumbai/bagdadi-colaba
Casual Dining,Rs. 500,Bengali,Regional Favorites,"Andheri Lokhandwala, Andheri West","Oh! Calcutta
                                    ","4.3,4.2",,https://www.zomato.com/mumbai/oh-calcutta-andheri-lokhandwala
Sweet Shop,Rs. 250,"Fast Food,Mithai",,Girgaum,"Panchratna Jalebi House
                                    ",4.3,(973 Reviews),https://www.zomato.com/mumbai/panchratna-jalebi-house-girgaum
Quick Bites,Rs. 200,"South Indian,Street Food,Desserts",,Chembur,"Mani's Lunch Home
                                    ","4.1,4.4",,https://www.zomato.com/mumbai/manis-lunch-home-chembur
Fine Dining,"Rs. 3,500","Italian,Continental,North Indian,Asian",,"JW Marriott Mumbai Juhu, Juhu","Lotus Cafe - JW Marriott Mumbai Juhu
                                    ",4.3,"(2,369 Reviews)",https://www.zomato.com/mumbai/lotus-cafe-jw-marriott-mumbai-juhu-juhu
"Casual Dining,Bar","Rs. 1,400","South Indian,Kerala,Chettinad,Mangalorean,North Indian",,Kamala Mills Compound,"South High Restaurant & Bar
                                    ","4.3,4.3",,https://www.zomato.com/mumbai/south-high-restaurant-bar-lower-parel
Casual Dining,"Rs. 1,500",Chinese,Legendary Outlets,Colaba,"Ling's Pavilion
                                    ",4.3,"(1,138 Reviews)",https://www.zomato.com/mumbai/lings-pavilion-colaba
"Bakery,Dessert Parlor",Rs. 300,"Bakery,Desserts",Sweet Tooth,Nerul,"Baker's Treat
                                    ","4.4,4.1",,https://www.zomato.com/mumbai/bakers-treat-nerul-navi-mumbai
"Bar,Casual Dining","Rs. 1,500","Modern Indian,Fast Food,Continental,North Indian,Chinese","Where's The Party?,Beer in a Bar,Sunday Brunches,Best of Mumbai",Bandra Kurla Complex,"Butterfly High
                                    ","4.5,4.0",,https://www.zomato.com/mumbai/butterfly-high-bandra-kurla-complex
Bakery,Rs. 350,"Bakery,Desserts",,Marine Lines,"Dark Temptations
                                    ","4.2,4.3",,https://www.zomato.com/mumbai/dark-temptations-marine-lines
,Rs. 800,Assamese,,"Andheri Lokhandwala, Andheri West","O' Tenga
                                    ",4.3,"(1,372 Reviews)",https://www.zomato.com/mumbai/o-tenga-andheri-lokhandwala
Quick Bites,Rs. 650,"Burger,Fast Food,Beverages",Best of Mumbai,"Andheri Lokhandwala, Andheri West","The Burger Brasserie
                                    ","4.6,3.9",,https://www.zomato.com/mumbai/the-burger-brasserie-andheri-lokhandwala
Casual Dining,"Rs. 1,200","Biryani,Chinese,North Indian,Pizza,South Indian,Desserts","Best of Mumbai,Veggie Friendly,For The Family","Panch Pakhadi, Thane West","Family Tree
                                    ","4.7,3.8",,https://www.zomato.com/mumbai/family-tree-panch-pakhadi-thane-west
Casual Dining,"Rs. 1,600","North Indian,Mughlai,Biryani,Kebab",Best of Mumbai,"Upvan, Thane West","India Bistro
                                    ","4.7,3.9",,https://www.zomato.com/mumbai/india-bistro-upvan-thane-west
"Café,Bar","Rs. 1,100","Cafe,American,Desserts",Insta-Worthy,Chembur,"Grandmama's Cafe
                                    ","4.3,4.3",,https://www.zomato.com/mumbai/grandmamas-cafe-chembur
Casual Dining,"Rs. 1,500",North Indian,,"Satra Plaza, Vashi","Taste Of Punjab
                                    ",4.3,"(1,418 Reviews)",https://www.zomato.com/mumbai/taste-of-punjab-1-vashi-navi-mumbai
Dessert Parlor,Rs. 450,"Desserts,Beverages",,Powai,"Mad Over Donuts
                                    ","4.4,4.1",,https://www.zomato.com/mumbai/mad-over-donuts-powai
Quick Bites,Rs. 350,"Mughlai,North Indian",Kebab Places,Byculla,"Sarvi
                                    ",4.3,(848 Reviews),https://www.zomato.com/mumbai/sarvi-byculla
"Microbrewery,Bar","Rs. 1,800","Burmese,Continental,North Indian,Finger Food",,"Linking Road, Bandra West","Effingut
                                    ",4.3,(924 Reviews),https://www.zomato.com/mumbai/effingut-linking-road-bandra-west
Casual Dining,"Rs. 1,600","North Indian,Italian,Mexican,Tex-Mex",,Churchgate,"Relish - International Veg Cuisine
                                    ","4.4,4.1",,https://www.zomato.com/mumbai/relish-international-veg-cuisine-churchgate
Quick Bites,Rs. 600,"Burger,American,Fast Food,Beverages","Best of Mumbai,
                                                                                        10% off on all orders above ₹500
                                        ","Hill Road, Bandra West","Frisbees
                                    ","4.5,4.1",,https://www.zomato.com/mumbai/frisbees-hill-road-bandra-west
Fine Dining,"Rs. 4,500","French,European,Asian,North Indian,Healthy Food","Great Breakfasts,Wine & Dine","Sofitel, Bandra Kurla Complex","Pondichery Cafe - Sofitel
                                    ",4.3,"(1,339 Reviews)",https://www.zomato.com/mumbai/pondichery-cafe-sofitel-bandra-kurla-complex
,Rs. 300,Gujarati,,Chandivali,"Thepla House by Tejal's Kitchen
                                    ",4.3,"(3,871 Reviews)",https://www.zomato.com/mumbai/thepla-house-by-tejals-kitchen-chandivali
Casual Dining,"Rs. 2,100","Chinese,Sushi,Asian",,"Hill Road, Bandra West","House of Mandarin
                                    ",4.3,(917 Reviews),https://www.zomato.com/mumbai/house-of-mandarin-hill-road-bandra-west
Fine Dining,"Rs. 5,000","North Indian,European,Continental",For The Family,"ITC Maratha, Chakala","The Peshwa Pavilion - ITC Maratha
                                    ",4.3,(447 Reviews),https://www.zomato.com/mumbai/the-peshwa-pavilion-itc-maratha-chakala
,Rs. 500,"North Indian,Maharashtrian,Biryani",,Ulhasnagar,"Foodies Family
                                    ",4.3,(271 Reviews),https://www.zomato.com/mumbai/foodies-family-ulhasnagar
Bakery,Rs. 500,"Bakery,Desserts",Sweet Tooth,Chembur,"Sweet Passions
                                    ",4.3,(954 Reviews),https://www.zomato.com/mumbai/sweet-passions-chembur
Casual Dining,"Rs. 1,200","North Indian,Gujarati,Rajasthani",Terrific Thalis,Lower Parel,"Maharaja Bhog
                                    ","4.4,4.2",,https://www.zomato.com/mumbai/maharaja-bhog-lower-parel
Fine Dining,"Rs. 3,000","North Indian,South Indian",,"Pali Hill, Bandra West","Pali Bhavan
                                    ",4.3,"(1,131 Reviews)",https://www.zomato.com/mumbai/pali-bhavan-pali-hill-bandra-west
Casual Dining,Rs. 700,"South Indian,North Indian,Italian,Mexican,Fast Food,Street Food,Beverages",,Lower Parel,"Shree Sunders
                                    ","4.1,4.4",,https://www.zomato.com/mumbai/shree-sunders-lower-parel
Casual Dining,"Rs. 1,500","North Indian,Desserts",,Santacruz West,"Tamak
                                    ","4.4,4.1",,https://www.zomato.com/mumbai/tamak-santacruz-west
Casual Dining,"Rs. 1,800","Seafood,North Indian,Chinese,Mangalorean","Legendary Outlets,Super Seafood",Juhu,"Mahesh Lunch Home
                                    ","4.4,4.1",,https://www.zomato.com/mumbai/mahesh-lunch-home-juhu
Quick Bites,Rs. 300,Fast Food,,Goregaon West,"Thakur Fast Food Corner
                                    ","4.1,4.4",,https://www.zomato.com/mumbai/thakur-fast-food-corner-goregaon-west
"Casual Dining,Bar","Rs. 1,400","North Indian,Mughlai,Chinese","Legendary Outlets,Late Night Restaurants,Trending This Week",Powai,"Gurukripa
                                    ","4.3,4.2",,https://www.zomato.com/mumbai/gurukripa-powai
Casual Dining,Rs. 800,"Kerala,Chinese,North Indian","Terrific Thalis,Best of Mumbai",Chembur,"Hotel Sunny
                                    ","4.5,4.1",,https://www.zomato.com/mumbai/hotel-sunny-chembur
Quick Bites,Rs. 500,"North Indian,Mughlai,Chinese",Kebab Places,Fort,"Ayub's
                                    ","4.1,4.4",,https://www.zomato.com/mumbai/ayubs-fort
Dessert Parlor,Rs. 200,"Ice Cream,Beverages,Desserts",,Bhandup,"Scoop Gelateria
                                    ","4.2,4.4",,https://www.zomato.com/scoopgelateriamumbai
Casual Dining,"Rs. 1,200","Continental,Italian,Seafood","Legendary Outlets,Meat Cravings,Best of Mumbai",Colaba,"Cafe Churchill
                                    ","4.5,4.1",,https://www.zomato.com/mumbai/cafe-churchill-colaba
Casual Dining,"Rs. 1,100","Mughlai,Chinese",,Mahakali,"Hotel Sai Palace
                                    ",4.3,"(1,112 Reviews)",https://www.zomato.com/mumbai/hotel-sai-palace-mahakali
,Rs. 600,"Burger,Fast Food",Food Hygiene Rated Restaurants In Mumbai,Khar,"Good Flippin' Burgers
                                    ",4.3,(326 Reviews),https://www.zomato.com/mumbai/good-flippin-burgers-khar
Casual Dining,"Rs. 1,600","Asian,Chinese,Japanese,Thai",Pan-Asian Delicacies,Malad West,"The Red Turtle - Pan Asian Bistro
                                    ","4.4,4.2",,https://www.zomato.com/mumbai/the-red-turtle-pan-asian-bistro-malad-west
"Dessert Parlor,Café",Rs. 700,"Desserts,Cafe,Italian,Continental,Salad,Beverages","Great Coffee,Best of Mumbai,Sweet Tooth","Linking Road, Bandra West","Chocolateria San Churro
                                    ","4.6,4.0",,https://www.zomato.com/mumbai/chocolateria-san-churro-linking-road-bandra-west
"Casual Dining,Bar","Rs. 1,600","North Indian,Chinese","Great Buffets,New on Gold,Up to 40% OFF,
                                                                                        15% off on your first order
                                        ","Khopat, Thane West","Lord Of Bar- B-Que
                                    ",4.3,(578 Reviews),https://www.zomato.com/mumbai/lord-of-bar-b-que-khopat-thane-west-thane
,Rs. 800,"Mexican,Beverages",,Khar,"Maiz Mexican Kitchen
                                    ",4.3,(535 Reviews),https://www.zomato.com/mumbai/maiz-mexican-kitchen-khar
Bakery,Rs. 600,"Bakery,Desserts",,"Oshiwara, Andheri West","LSD - Love Sugar & Dough
                                    ","4.2,4.3",,https://www.zomato.com/mumbai/lsd-love-sugar-dough-oshiwara
"Beverage Shop,Quick Bites",Rs. 400,"Beverages,Fast Food",,Borivali West,"Bunty Juice Corner
                                    ","4.2,4.3",,https://www.zomato.com/mumbai/bunty-juice-corner-borivali-west
Fine Dining,"Rs. 7,900",Modern Indian,"Luxury Dining,For The Planet",Mahalaxmi,"Masque
                                    ",4.3,(417 Reviews),https://www.zomato.com/mumbai/masque-mahalaxmi
Casual Dining,Rs. 700,"North Indian,Street Food,South Indian,Beverages",,Vile Parle West,"Khasiyat The Paratha House
                                    ","4.3,4.2",,https://www.zomato.com/mumbai/khasiyat-the-paratha-house-vile-parle-west
Dessert Parlor,Rs. 550,"Desserts,Bakery",Best of Mumbai,"Carter Road, Bandra West","Guilt Trip
                                    ","4.5,4.1",,https://www.zomato.com/mumbai/guilt-trip-carter-road-bandra-west
"Fine Dining,Bar","Rs. 5,000",European,Wine & Dine,"The St. Regis, Lower Parel","Luna
                                    ",4.3,(635 Reviews),https://www.zomato.com/mumbai/luna-lower-parel
"Bar,Casual Dining","Rs. 2,000","Mediterranean,Italian,European",,"Linking Road, Bandra West","The Daily Bar & Kitchen
                                    ","4.4,4.2",,https://www.zomato.com/mumbai/the-daily-bar-kitchen-linking-road-bandra-west
,Rs. 350,"Chinese,Fast Food,Street Food,Healthy Food,Desserts,Beverages",,Ulhasnagar,"Diet With Delight
                                    ",4.3,(354 Reviews),https://www.zomato.com/mumbai/diet-with-delight-1-ulhasnagar
Casual Dining,"Rs. 1,500","Asian,Chinese,Thai,Beverages",Best of Mumbai,"Linking Road, Bandra West","Khow Chow
                                    ","4.6,4.0",,https://www.zomato.com/mumbai/khow-chow-linking-road-bandra-west
Casual Dining,"Rs. 2,000","North Indian,Chinese,Italian,Continental","Luxury Dining,Great Breakfasts","ITC Grand Central, Parel","Hornbys Pavilion - ITC Grand Central
                                    ",4.3,(497 Reviews),https://www.zomato.com/mumbai/hornbys-pavilion-itc-grand-central-parel
,Rs. 700,Asian,,Grant Road,"Milliways Broth Noodle & Bao
                                    ",4.3,(739 Reviews),https://www.zomato.com/mumbai/milliways-broth-noodle-bao-grant-road
Quick Bites,Rs. 600,"Italian,Pizza",,Kandivali East,"Flour Fire
                                    ",4.3,(326 Reviews),https://www.zomato.com/mumbai/flour-fire-kandivali-east
,Rs. 400,"Juices,Beverages,Healthy Food","
                                                                                        20% off on your first order
                                        ",Vasai,"Revitilizing Life
                                    ",4.3,(100 Reviews),https://www.zomato.com/mumbai/revitilizing-life-vasai
Quick Bites,Rs. 700,"Mughlai,Lebanese,Chinese,Rolls,North Indian,Biryani",,"Andheri Lokhandwala, Andheri West","Hit & Run
                                    ","3.8,4.7",,https://www.zomato.com/mumbai/hit-run-andheri-lokhandwala
Casual Dining,"Rs. 1,200","Continental,North Indian,Chinese,Pizza,Asian,Italian,Mexican,Thai",,Malad West,"Flag's II
                                    ","4.2,4.3",,https://www.zomato.com/mumbai/flags-ii-malad-west
Bakery,Rs. 500,Bakery,,Mulund West,"Bonnie's Bakery
                                    ",4.3,(403 Reviews),https://www.zomato.com/mumbai/bonnies-bakery-mulund-west
Bakery,Rs. 200,"Bakery,Desserts",,"Pali Hill, Bandra West","The Vanilla Bean
                                    ",4.3,(458 Reviews),https://www.zomato.com/thevanillabeanmumbai
"Beverage Shop,Dessert Parlor",Rs. 500,"Beverages,Desserts,Ice Cream",Best Milkshakes,"R Galleria, Runwal Green","Frozen Bottle
                                    ","4.1,4.4",,https://www.zomato.com/mumbai/frozen-bottle-bhandup
Dessert Parlor,Rs. 300,"Desserts,Beverages,Fast Food",,Dombivali East,"The Belgian Waffle Co.
                                    ","4.1,4.4",,https://www.zomato.com/mumbai/the-belgian-waffle-co-1-dombivali-east-thane
