location,names
"https://www.google.com/maps/dir/?api=1&destination=19.0512550000,73.0137190000",Sai Darshan Rasoi
"https://www.google.com/maps/dir/?api=1&destination=19.1188497684,72.8439842910",Moussestruck
"https://www.google.com/maps/dir/?api=1&destination=19.2005924031,72.8214228898",Food Hub
"https://www.google.com/maps/dir/?api=1&destination=18.9982161855,72.8388894349",Kebabs & Kurries - ITC Grand Central
"https://www.google.com/maps/dir/?api=1&destination=18.9239840108,72.8326455876",All Stir Fry - Gordon House Hotel
"https://www.google.com/maps/dir/?api=1&destination=19.1447377565,72.8294574469",Layers Of Love
"https://www.google.com/maps/dir/?api=1&destination=18.9240474417,72.8327619284",Havana Café & Bar - The Gordon House Hotel
"https://www.google.com/maps/dir/?api=1&destination=19.2334716456,72.9712058231",Khichdi Experiment by Ola Foods
"https://www.google.com/maps/dir/?api=1&destination=18.9946148766,72.8237121552",The Sahib Room & Kipling Bar - The St. Regis Mumbai
"https://www.google.com/maps/dir/?api=1&destination=18.9946018787,72.8236722574",Seven Kitchens - The St. Regis Mumbai
"https://www.google.com/maps/dir/?api=1&destination=19.1082150000,72.8241240000",Bay Cream
"https://www.google.com/maps/dir/?api=1&destination=19.1343979990,72.8347219527",Toujours
"https://www.google.com/maps/dir/?api=1&destination=19.2084556147,72.9732131213",The Cakeway
"https://www.google.com/maps/dir/?api=1&destination=19.1186720000,72.9108350000",Loco For Cocoa
"https://www.google.com/maps/dir/?api=1&destination=18.9382880110,72.8368623555",Yummy Momos
"https://www.google.com/maps/dir/?api=1&destination=19.1283507588,72.8309715539",Gravies & Tikkas
"https://www.google.com/maps/dir/?api=1&destination=18.9890124037,72.8310161456",Sassy Teaspoon
"https://www.google.com/maps/dir/?api=1&destination=19.0483510000,72.8223640000",Ambriona Chocolates
"https://www.google.com/maps/dir/?api=1&destination=19.0672679206,72.8691957146",Jyran - Sofitel
"https://www.google.com/maps/dir/?api=1&destination=18.9900411653,72.8465739638",Thanksgiving Patisserie And Confectionery
"https://www.google.com/maps/dir/?api=1&destination=19.0619252135,72.8295442835",Frugurpop
"https://www.google.com/maps/dir/?api=1&destination=19.0549781693,72.8283731639",Oki Poki By Mamagoto
"https://www.google.com/maps/dir/?api=1&destination=19.1079053700,72.8424516500",N P Iyer Bhavan
"https://www.google.com/maps/dir/?api=1&destination=19.0677758171,72.8319947425",Mad Hatters Treats
"https://www.google.com/maps/dir/?api=1&destination=19.0400931114,72.8935609013",Matka Mahal
"https://www.google.com/maps/dir/?api=1&destination=19.1105311622,72.8679880500",Only Rotis
"https://www.google.com/maps/dir/?api=1&destination=19.1913790000,72.8213470000",Rrenitz Cakes & More
"https://www.google.com/maps/dir/?api=1&destination=19.1416958243,72.8298292681",Yazu - Pan Asian Supper Club
"https://www.google.com/maps/dir/?api=1&destination=19.1793400000,72.8460300000",Sauteed Stories
"https://www.google.com/maps/dir/?api=1&destination=19.2072170295,72.9721412435",The Keto Me
"https://www.google.com/maps/dir/?api=1&destination=19.0997282925,73.0046576634",Heaven
"https://www.google.com/maps/dir/?api=1&destination=19.2589000000,72.9794120000",Cuisson Amour
"https://www.google.com/maps/dir/?api=1&destination=19.3507948220,72.8124146909",Sandwiches N More
"https://www.google.com/maps/dir/?api=1&destination=19.2129172304,72.9848324507",Irani's High On Food
"https://www.google.com/maps/dir/?api=1&destination=19.1173368073,72.8478439897",Raghukrupa Sweets
"https://www.google.com/maps/dir/?api=1&destination=18.9724559190,72.8152742609",Be Right Back
"https://www.google.com/maps/dir/?api=1&destination=19.1162570000,72.8334630000",Imly And Chillis
"https://www.google.com/maps/dir/?api=1&destination=19.2350145634,72.8443148732",Sweetbuds
"https://www.google.com/maps/dir/?api=1&destination=19.0303420000,73.0601360000",Sharayu's Kitchen
"https://www.google.com/maps/dir/?api=1&destination=19.1169468438,72.9100186005",Le Paan
"https://www.google.com/maps/dir/?api=1&destination=18.9447116158,72.8291503340",Fruitilicious
"https://www.google.com/maps/dir/?api=1&destination=18.9657540000,72.8198260000",Brewlette Gourmet Teas
"https://www.google.com/maps/dir/?api=1&destination=19.0811968093,72.8374500945",Amrita's Healthy Treats & More
"https://www.google.com/maps/dir/?api=1&destination=19.0443646841,72.8193072975",Masala Bay - Taj Lands End
"https://www.google.com/maps/dir/?api=1&destination=18.9334111600,72.8239498700",Pizza By The Bay
"https://www.google.com/maps/dir/?api=1&destination=18.9564720450,72.8159451485",Tewari Bros. Mithaiwala
"https://www.google.com/maps/dir/?api=1&destination=19.2821280000,72.8584750000",National Shawarma
"https://www.google.com/maps/dir/?api=1&destination=19.1916367178,72.9683304951",Shawarmaji
"https://www.google.com/maps/dir/?api=1&destination=19.0424498111,73.0220306665",Maharashtra Lunch Home
"https://www.google.com/maps/dir/?api=1&destination=19.0824320000,72.9048620000",Purshottam Kandoi Haribhai Damodar Mithaiwala
"https://www.google.com/maps/dir/?api=1&destination=19.2756990000,72.8704620000",Cake Nation
"https://www.google.com/maps/dir/?api=1&destination=19.0433464004,72.8621056304",Guru Kripa
"https://www.google.com/maps/dir/?api=1&destination=19.2835454389,72.8638624772",Cake Show
"https://www.google.com/maps/dir/?api=1&destination=19.0161511918,73.0431191996",Biryani Guru
"https://www.google.com/maps/dir/?api=1&destination=19.1443130000,72.8291650000",Ekitchen By Flag's
"https://www.google.com/maps/dir/?api=1&destination=19.1667310000,72.8546540000",Satkar Rice Plate House
"https://www.google.com/maps/dir/?api=1&destination=19.0506834183,72.8271651641",Salt Water Cafe
"https://www.google.com/maps/dir/?api=1&destination=19.0685145274,72.8401879594",Sindhful
"https://www.google.com/maps/dir/?api=1&destination=18.9517818618,72.8305675462",B Bhagat Tarachand
"https://www.google.com/maps/dir/?api=1&destination=19.1933586131,72.9673997685",Prashant Corner
"https://www.google.com/maps/dir/?api=1&destination=19.1412153307,72.8323730081",Mainland China
"https://www.google.com/maps/dir/?api=1&destination=19.1488102599,72.8316159546",Quesso Ristorante
"https://www.google.com/maps/dir/?api=1&destination=19.2545580944,72.8490586951",Little West Pizza
"https://www.google.com/maps/dir/?api=1&destination=18.9240807429,72.8334368393",Jia The Oriental Kitchen
"https://www.google.com/maps/dir/?api=1&destination=19.0642061839,72.8346797079",Jai Jawan
"https://www.google.com/maps/dir/?api=1&destination=18.9380073532,72.8329124674",Royal China
"https://www.google.com/maps/dir/?api=1&destination=19.1111105000,72.9082561000",Origami Japanese and Korean Restaurant
"https://www.google.com/maps/dir/?api=1&destination=19.1510409406,72.8324403986",1 BHK - Brew House Kitchen
"https://www.google.com/maps/dir/?api=1&destination=19.0984448524,72.8456147388",Cake Basket
"https://www.google.com/maps/dir/?api=1&destination=19.0696001515,72.9003857821",Ivy Restaurant And Banquets
"https://www.google.com/maps/dir/?api=1&destination=19.1184395343,72.9051755369",Cavalry The Lounge
"https://www.google.com/maps/dir/?api=1&destination=19.0321718074,72.8398298845",Goa Portuguesa
"https://www.google.com/maps/dir/?api=1&destination=19.0634180833,72.8575874493",Uno Más - Tapas Bar Kitchen
"https://www.google.com/maps/dir/?api=1&destination=19.2194213729,72.9703203589",China Bistro
"https://www.google.com/maps/dir/?api=1&destination=19.0786071348,72.8512279317",Celini - Grand Hyatt Mumbai Hotel & Residences
"https://www.google.com/maps/dir/?api=1&destination=18.9948085757,72.8247592226",The Wine Rack
"https://www.google.com/maps/dir/?api=1&destination=19.0973960000,72.8547800000",Boulevard - The Orchid
"https://www.google.com/maps/dir/?api=1&destination=18.9288494048,72.8338009492",Millennials Eatery & Bar
"https://www.google.com/maps/dir/?api=1&destination=19.2274103137,72.9704554752",Fooze
"https://www.google.com/maps/dir/?api=1&destination=18.9349204034,72.8241101280",Dome - InterContinental
"https://www.google.com/maps/dir/?api=1&destination=19.0549170000,72.8282780000",Mamagoto
"https://www.google.com/maps/dir/?api=1&destination=19.0276856582,72.8564585745",Udipi Idli House
"https://www.google.com/maps/dir/?api=1&destination=18.9338770306,72.8331176564",Hotel Deluxe
"https://www.google.com/maps/dir/?api=1&destination=19.2141300000,73.0884570000",The Cake Room
"https://www.google.com/maps/dir/?api=1&destination=19.2382930000,73.1643220000",Ramesh Sweets And Cakes
"https://www.google.com/maps/dir/?api=1&destination=19.1084450300,72.8247699514",Gadda Da Vida - Novotel
"https://www.google.com/maps/dir/?api=1&destination=19.2137229805,72.8743707016",Honeys Delights
"https://www.google.com/maps/dir/?api=1&destination=19.0639400000,73.0644230000",Just Baked by Melissa
"https://www.google.com/maps/dir/?api=1&destination=18.9145281037,72.8211771324","Trattoria - President, Mumbai - IHCL SeleQtions"
"https://www.google.com/maps/dir/?api=1&destination=18.9242704010,72.8321356326",Cafe Mondegar
"https://www.google.com/maps/dir/?api=1&destination=18.9600145664,72.8311264515",Tawakkal Sweets
"https://www.google.com/maps/dir/?api=1&destination=19.0748478680,72.8270240128",KCROASTERS - A Koinonia Project
"https://www.google.com/maps/dir/?api=1&destination=18.9221397481,72.8337563574",Shamiana - The Taj Mahal Palace
"https://www.google.com/maps/dir/?api=1&destination=19.0003490367,72.8303764388",Flax
"https://www.google.com/maps/dir/?api=1&destination=18.9993990000,72.8234680000",Sweetish House Mafia
"https://www.google.com/maps/dir/?api=1&destination=19.0747130000,72.8486150000",OH SOY
"https://www.google.com/maps/dir/?api=1&destination=19.0629177152,72.8292542696",Pali Village Cafe
"https://www.google.com/maps/dir/?api=1&destination=19.2912044525,72.8640136719",Siru's Momo
"https://www.google.com/maps/dir/?api=1&destination=19.0672717000,72.9992708000",Somethings Fishy - Regenza By Tunga
"https://www.google.com/maps/dir/?api=1&destination=19.0814683536,72.9044027254",Dolphin Frankie
"https://www.google.com/maps/dir/?api=1&destination=19.1355848678,72.8336279467",Trumpet Sky Lounge
"https://www.google.com/maps/dir/?api=1&destination=19.0671497238,72.9980373010",The Union Bar & Eating House
"https://www.google.com/maps/dir/?api=1&destination=19.1362829847,72.8990212083",Skky - Ramada Powai Hotel and Convention Centre
"https://www.google.com/maps/dir/?api=1&destination=19.0616057864,72.9016112164",Orchids
"https://www.google.com/maps/dir/?api=1&destination=18.9242060187,72.8332014754",The Table
"https://www.google.com/maps/dir/?api=1&destination=19.1629048809,72.8422334790",Huckleberry's
"https://www.google.com/maps/dir/?api=1&destination=19.0015958290,72.8294651583",Three Chicks and A Bear
"https://www.google.com/maps/dir/?api=1&destination=19.2108060000,73.0857780000",Agri Parcel
"https://www.google.com/maps/dir/?api=1&destination=18.9286134487,72.8322851658",La Folie Du Chocolate
"https://www.google.com/maps/dir/?api=1&destination=19.0605533839,72.8515786305",Craftbar
"https://www.google.com/maps/dir/?api=1&destination=19.1176292002,72.8537260741",Cakes R Us
"https://www.google.com/maps/dir/?api=1&destination=19.0597668505,72.8296183795",Coffee By Di Bella
"https://www.google.com/maps/dir/?api=1&destination=19.1768776454,72.8376214206",Chocoholix
"https://www.google.com/maps/dir/?api=1&destination=19.0604244079,72.8295700997",145 Bandra
"https://www.google.com/maps/dir/?api=1&destination=19.1759662628,72.9563195631",Morbiwala Sweet Mart
"https://www.google.com/maps/dir/?api=1&destination=19.1146223209,72.8994857523",Patiala Shahi
"https://www.google.com/maps/dir/?api=1&destination=19.0442645357,72.8193274140",Ming Yang - Taj Lands End
"https://www.google.com/maps/dir/?api=1&destination=19.1089100956,72.8254418448",Tanatan
"https://www.google.com/maps/dir/?api=1&destination=19.1391843825,72.8326395527",Independence Brewing Company
"https://www.google.com/maps/dir/?api=1&destination=19.1032401975,72.8863058612",Curry Twist
"https://www.google.com/maps/dir/?api=1&destination=18.9747280000,73.0281760000",Monginis
"https://www.google.com/maps/dir/?api=1&destination=19.0885400000,73.0139620000",Indiyum
"https://www.google.com/maps/dir/?api=1&destination=18.9221403825,72.8337553516",Golden Dragon - The Taj Mahal Palace
"https://www.google.com/maps/dir/?api=1&destination=18.9845295000,72.8343897000",Wowfillss
"https://www.google.com/maps/dir/?api=1&destination=19.1257307790,72.8324310109",Peko Peko
"https://www.google.com/maps/dir/?api=1&destination=19.0866209578,73.0016737059",Classic Momos & Kitchen
"https://www.google.com/maps/dir/?api=1&destination=19.2298339869,72.8538072109",Copain Cake Shop
"https://www.google.com/maps/dir/?api=1&destination=18.9221397481,72.8337563574",Souk - The Taj Mahal Palace
"https://www.google.com/maps/dir/?api=1&destination=19.1396135697,72.8094159812",The Paleo Bakes
"https://www.google.com/maps/dir/?api=1&destination=18.9308191815,72.8319887817",Cafe Military
"https://www.google.com/maps/dir/?api=1&destination=19.0874328600,72.8886642500",Food And Taste Theory
"https://www.google.com/maps/dir/?api=1&destination=19.2099471604,72.8398624063",Subhash Pan Bhandar
"https://www.google.com/maps/dir/?api=1&destination=19.0400931114,72.8935609013",Kilo Party
"https://www.google.com/maps/dir/?api=1&destination=19.0647280000,72.8260520000",Jazzy Jim's Cookhouse
"https://www.google.com/maps/dir/?api=1&destination=19.0960772263,72.8547738120",South of Vindhyas - The Orchid
"https://www.google.com/maps/dir/?api=1&destination=19.0728021624,72.8698458150",230°Celsius
"https://www.google.com/maps/dir/?api=1&destination=18.9964015921,72.8266233578",Parisien Patisserie
"https://www.google.com/maps/dir/?api=1&destination=19.2119376610,72.9850758612",Soul Sugar Bakery & Patisserie
"https://www.google.com/maps/dir/?api=1&destination=19.1089715551,72.8254341334",R' ADDA
"https://www.google.com/maps/dir/?api=1&destination=19.0817373627,72.8566771746",China Inc - Taj Santacruz
"https://www.google.com/maps/dir/?api=1&destination=19.1411798558,72.8273733705",PEFE
"https://www.google.com/maps/dir/?api=1&destination=19.1745374000,72.8391316000",Little Loco Pops
"https://www.google.com/maps/dir/?api=1&destination=19.0693992514,73.0104599521",The Baking Girl
"https://www.google.com/maps/dir/?api=1&destination=19.0962153625,72.8542014956",Mostly Grills - The Orchid
"https://www.google.com/maps/dir/?api=1&destination=19.1443317043,72.9904332384",Mumbai Kitchen
"https://www.google.com/maps/dir/?api=1&destination=19.1626094012,72.9415265098",Sweet Treats
"https://www.google.com/maps/dir/?api=1&destination=19.0303718473,72.8467094153",Hungry & Skinny
"https://www.google.com/maps/dir/?api=1&destination=19.0352857968,72.8425137699",Maca Pao
"https://www.google.com/maps/dir/?api=1&destination=19.0507100000,72.9108110000",Kaiyo Pan Asian Kitchen
"https://www.google.com/maps/dir/?api=1&destination=18.9973603710,72.8532432767",Masala Kitchen
"https://www.google.com/maps/dir/?api=1&destination=19.2606700149,72.9713070765",Bakeology
"https://www.google.com/maps/dir/?api=1&destination=19.1534312164,72.9987098649",Fruitiffin
"https://www.google.com/maps/dir/?api=1&destination=19.0265804254,72.8547781706",The Bittersweet Bakery
"https://www.google.com/maps/dir/?api=1&destination=19.1358468203,72.8350837156",The Dessert Geek
"https://www.google.com/maps/dir/?api=1&destination=19.1378936469,72.8706330433",CFB Fresh Delights
"https://www.google.com/maps/dir/?api=1&destination=19.0685161118,72.8401879594",Tony's Street Style Gourmet
"https://www.google.com/maps/dir/?api=1&destination=19.0540413958,72.8269579634",The Dessertarian
"https://www.google.com/maps/dir/?api=1&destination=19.0751995900,72.9049032927",Sift Patisserie
"https://www.google.com/maps/dir/?api=1&destination=19.1384432006,72.8065802157",The Health Squadron
"https://www.google.com/maps/dir/?api=1&destination=19.2266900000,73.1034950000",Tender Fresh Ice Cream
"https://www.google.com/maps/dir/?api=1&destination=19.1137750000,72.8735980000",Saish Fast Food
"https://www.google.com/maps/dir/?api=1&destination=19.0068685000,72.8321893000",Finding Momos
"https://www.google.com/maps/dir/?api=1&destination=19.2586427563,72.9843137786",Sugar-y-Doodle
"https://www.google.com/maps/dir/?api=1&destination=19.0700887751,72.8976110369",Choco Kisses
"https://www.google.com/maps/dir/?api=1&destination=18.9763493978,72.8257321939",Fillings & More
"https://www.google.com/maps/dir/?api=1&destination=19.1460341398,72.8337999433",Channi's Home Bakery
"https://www.google.com/maps/dir/?api=1&destination=19.2129124814,72.8426267579",YummyWheels
"https://www.google.com/maps/dir/?api=1&destination=19.1128770000,72.8420420000",Chan Su Chinese
"https://www.google.com/maps/dir/?api=1&destination=19.1603580000,72.8349630000",Seno's Kitchen
"https://www.google.com/maps/dir/?api=1&destination=19.1116538927,72.8677335754",D Cake Creations
"https://www.google.com/maps/dir/?api=1&destination=19.1755739044,72.9566840082",Cup-a-luscious
"https://www.google.com/maps/dir/?api=1&destination=19.1822188045,72.8187429411",Foods Around Us
"https://www.google.com/maps/dir/?api=1&destination=19.1145376660,72.8362618759",Icekreamskee
"https://www.google.com/maps/dir/?api=1&destination=19.0861016489,72.8276858479",Apple A Day
"https://www.google.com/maps/dir/?api=1&destination=19.1396116692,72.8086515516",Alif Burger N Fries
"https://www.google.com/maps/dir/?api=1&destination=18.9947450000,72.8368020000",Ladu Samrat
"https://www.google.com/maps/dir/?api=1&destination=19.0341311712,72.8630474210",Hardeep Punjab
"https://www.google.com/maps/dir/?api=1&destination=19.1153442139,72.9076364636",Apsara Ice Creams
"https://www.google.com/maps/dir/?api=1&destination=19.1494316736,72.8314094245",Shakey Wakey
"https://www.google.com/maps/dir/?api=1&destination=19.2298200579,72.8477712348",Biryani Barbeque Chinese By  Borivali Biryani Centre
"https://www.google.com/maps/dir/?api=1&destination=19.1914429322,72.8204851225",Arsalan Shawarma King
"https://www.google.com/maps/dir/?api=1&destination=19.0604202883,72.8295603767",Chantilly
"https://www.google.com/maps/dir/?api=1&destination=19.0720609998,73.0091959611",Bhagat Tarachand
"https://www.google.com/maps/dir/?api=1&destination=18.9563567000,72.8141284600",Canto Cafe & Bar
"https://www.google.com/maps/dir/?api=1&destination=19.1363187773,72.8334676847",Doolally Taproom
"https://www.google.com/maps/dir/?api=1&destination=19.2834571450,72.8631154820",Libon - The Cake Expert
"https://www.google.com/maps/dir/?api=1&destination=19.1808486559,72.8360667452",Stir Fry Grill
"https://www.google.com/maps/dir/?api=1&destination=19.0653441222,72.8306154907",Butter Chicken Factory
"https://www.google.com/maps/dir/?api=1&destination=19.0549727820,72.8284730762",Ray's Cafe & Pizzeria
"https://www.google.com/maps/dir/?api=1&destination=19.0333353211,73.0655521899",Fatoush
"https://www.google.com/maps/dir/?api=1&destination=19.2291584264,72.8560354561",Granville IDC Kitchen
"https://www.google.com/maps/dir/?api=1&destination=19.0283588736,72.8411451727",Cafe Trofima
"https://www.google.com/maps/dir/?api=1&destination=19.0441101930,73.0785042420",Succulence
"https://www.google.com/maps/dir/?api=1&destination=19.0623682274,72.8308065981",Eat Around the Corner
"https://www.google.com/maps/dir/?api=1&destination=19.2236816621,72.8527041525",Oye Teri - The Kulcha Kulture
"https://www.google.com/maps/dir/?api=1&destination=19.1035088544,72.8874256834",Saptami - Holiday Inn
"https://www.google.com/maps/dir/?api=1&destination=19.1416179065,72.8338103369",The Fatty Bao
"https://www.google.com/maps/dir/?api=1&destination=19.2357021290,72.8536687419",Cake Star
"https://www.google.com/maps/dir/?api=1&destination=18.9229421556,72.8323310986",Bagdadi
"https://www.google.com/maps/dir/?api=1&destination=18.9548640605,72.8170706704",Panchratna Jalebi House
"https://www.google.com/maps/dir/?api=1&destination=19.0253243116,72.8401195630",Gypsy Corner
"https://www.google.com/maps/dir/?api=1&destination=19.1020255335,72.8271487355",Lotus Cafe - JW Marriott Mumbai Juhu
"https://www.google.com/maps/dir/?api=1&destination=19.0607996106,72.9017563909",Mani's Lunch Home
"https://www.google.com/maps/dir/?api=1&destination=19.1248026417,72.8380264342",Vrindavan
"https://www.google.com/maps/dir/?api=1&destination=19.1396110357,72.8270793334",Oh! Calcutta
"https://www.google.com/maps/dir/?api=1&destination=19.0038294437,72.8278772905",South High Restaurant & Bar
"https://www.google.com/maps/dir/?api=1&destination=18.9234521422,72.8325812146",Ling's Pavilion
